district_id,n_points,n_sampled,far_snap_dropped,isolated_dropped,max_snap_m,max_drive_min,from_lon,from_lat,to_lon,to_lat,max_route_mi,span_mi,span_drive_min,span_from_lon,span_from_lat,span_to_lon,span_to_lat,span_route_mi,geo_diameter_mi,max_drive_min_ferry,ferry_from_lon,ferry_from_lat,ferry_to_lon,ferry_to_lat,unreachable_pairs,total_pairs,largest_component,max_route_poly,span_route_poly
TN-09,24,72,0,0,632,358.1,-86.531198,35.925259,-89.982116,35.000559,266.1,212.7,325.9,-86.269617,35.360541,-90.019162,35.058105,248.5,212.7,358.1,-86.531198,35.925259,-89.982116,35.000559,0,552,24,{sgzE~rcoOcF~oBp`HhzCcd@hmP|qFkQt|Er|WofAxxGzoD~`Dbgn@`sH`uYkcEnzTzb@r~Szc\y|EvnVraDxlf@azOxvJmlBpd\goEpuQpcCjjHmp@jvLtvDheC~v@f}I}fB~}QngKjzZfEhjLdpB|_Fj]d|XmxAjeKhbNbdc@qiHvkVixHpvy@t|PprVr`VrcPwsA|yb@z~B`fTat@tdVhgDpqGmnApuDtrA~tn@zyAKta@`zG,kjyvEbppmOpmAvpM`sVv{MleDfnNhnHz`LojJpr_@joGplz@woF|{CsiDvfPddDdef@e}OveKmlBpd\goEpuQpcCjjHmp@jvLtvDheC~v@f}I}fB~}QngKjzZfEhjLdpB|_Fj]d|XmxAjeKhbNbdc@qiHvkVixHpvy@t|PprVr`VrcPwsA|yb@z~B`fTat@tdVrgDdwGqi@twTglCbtFkm@hzf@
TX-01,24,72,0,0,2027,246.3,-94.182654,31.145497,-94.059535,33.541728,184.3,165.7,246.3,-94.182654,31.145497,-94.059535,33.541728,184.3,165.7,246.3,-94.182654,31.145497,-94.059535,33.541728,0,552,24,kbb}Dp`z}Pk{ByDy}Ai|Galm@p~C}`UoaFwqmAj|TulFqb@koPpcMafTpeF{lo@|BehLdnBatXkrCyd}@bgFwoNchCcwQ}w_@gnGceEshb@oFeqJejImfJ_GylBskI_zLbDgGdaB,kbb}Dp`z}Pk{ByDy}Ai|Galm@p~C}`UoaFwqmAj|TulFqb@koPpcMafTpeF{lo@|BehLdnBatXkrCyd}@bgFwoNchCcwQ}w_@gnGceEshb@oFeqJejImfJ_GylBskI_zLbDgGdaB
TX-02,24,72,0,0,1128,88.7,-95.157518,29.963551,-95.500663,29.896096,52.2,36.9,72.7,-95.575347,29.91386,-95.157171,30.305792,47,36.9,88.7,-95.157518,29.963551,-95.500663,29.896096,0,552,24,eg{uDnmxcQxZzd@eOh]yjAlRyx@e{@uvAa@ev@vW_Vt`AiZhYmbC}e@a|A~}@apB~WkJbkJspJudB}EhfAuo@pmBx@l|Hk[h~C~vBf`FxlDdpElK`_EhkAhH`uAqLnXvkA|}@hwAjJdm@xrBrrE`uBet@xcBurAzeFtaLdYk\b\zWp}AeBzz@gSrJ}pBtiDu@{GmjChSqK,spquD|`jfQyd@|BhGdu@sxA\{zD_zFewEgnK}yExgCs~D_{IcYvQmm@{xAkkB{DcPmxDemDypEqvBk}Ep[c}C_Ai{Htr@}wBqDaiAaaZcsPw`FjrA{Cp`@
TX-03,24,72,0,0,2088,183.7,-96.714035,33.373162,-94.97716,33.383656,134.3,122.3,158.9,-94.658101,33.031099,-96.760704,33.20959,132.9,122.3,183.7,-96.714035,33.373162,-94.97716,33.383656,0,552,24,geujEvmhmQ}_@w|BxyAyBjBubCriCu`AhtHn@zgBcgBpKaiDz~Jm_@j`FmqRv_Di}p@deA}fD}JwoPdpAxDfqA}yGueCezCdZkev@~jAihLtQykVyLatAabDc_DwPogTgsBe_Khp@g_dAiiC{oMk`HinBuhGf@yzDdxAczJcdA}n@tJlNrzCwsBnG,kkrhEb|v`QfqBhu@_Jf{CqeB~sEsuAvA}dElmF__@bnF}kEdlHeeF`}UyuBpfEriAhnFsp@bwcA~rBj}JjQzkTzoDzkEmRtyWcjA|~KkZfiv@xwBtrDobAj~FqoAmObIt|PkeAjhD_~Cnyp@q}FtzTeOhwYdx@aA
TX-04,24,71,0,0,3097,253.3,-94.563801,33.647273,-96.838646,32.99538,189.3,161,240.1,-94.196038,33.436847,-96.935682,33.91677,185.3,161,253.3,-94.563801,33.647273,-96.838646,32.99538,0,552,24,mvjlEvnd`QzcBz}Ap`Ceo@n[jbHrpQ|JmqG|wTnNv~H}eB`iE_oBlcWayEngTbt@`nLgeClhOuoDvyIrj@f~FsbAfdJ`d@tds@lnBduK|KvfJvgFf|Llv@~uKw{AfpWda@rui@}`AjtZ{wEddRceC`a\aRz{ObxZjy@~uE~_A~fB`zBvmPrgDbm[|~BraGlkBg^bmB~oBbsBxoHThoCggBxvVdk@bMxw@,isakEft|}Pr@~tBsxC`Sw^j{Lcw@Lti@lfH}XfzXa|DteSqKxvEgwHjhWnNv~H}eB`iE_oBlcWayEngTbt@`nLgeClhOuoDvyIrj@f~FsbAfdJ`d@tds@lnBduK|KvfJvgFf|Llv@~uKw{AfpWda@rui@}`AjtZqvE`}Q}fC~m\yFdbx@k~MyNmmJg_Fkg@fgH{iIr`Aw\bkAeyGoG
TX-05,24,72,0,0,2517,213.6,-96.763626,32.855518,-95.293699,31.670513,151.4,118.9,204.4,-95.293699,31.670513,-96.724787,32.895241,157.6,118.9,213.6,-96.763626,32.855518,-95.293699,31.670513,0,552,24,_bpgEtcrmQkwAelD_zC_gAF}jA|sHm{MriIagA~wByeXvqBg{DbjAqeBfoAt~@rxCinAbsApqApdBquBnlCzaDrqBnBfeC_lMzeBkbBhn@_pIr|DqvEjtX}yMtqH_oOtg@wkF|gBu`AzvOekZbmKspLbD}hBr|QirGlxIm{@d_XqiKzrHo\nmRm}KrsAwpFz}Hu~F|fO}aAdbAw_DsOuhJi`CezIv{B{fO{HouDsmIa_Az\y|B,ush`Er`sdQ{\x|BrmI`_AzHnuDw{BzfOh`CdzIrOthJebAv_Du}Nb}@whD~iCmkE{BajAzbBirNyoG}gF_jEsiXqyCarCudBu}BjvPcwXpln@iGt_EgoKppLmwOlkZwhBvaAch@|lF_qHdmOgyZ~~OwwB_Dm|EukEufJ}h@}`Ch`BsfFlmOyJduOu}D`hHiaCbuXkhIziA}oHrqMyBzvA
TX-06,24,72,0,0,1728,164,-96.105226,32.064377,-96.903972,32.825273,116,79.7,124.5,-96.137734,31.991175,-97.378785,32.469561,97.2,79.7,164,-96.105226,32.064377,-96.903972,32.825273,0,552,24,kqubEtpqiQpmDpfK_UlqAwgQx|G~{E~sh@_tI~jD_hHxg@k}LnrFsgDhjIdy@dmImfEtiGsm@~xPk~CpxGyjKluEytAhmL{{F|iJdo@jbGsrL`mRytKl{GkzNggAafD_lBqzAxd@}j@_aDml@mAsMk~HgxHyfDenHqVLm`TrdAgU,{ggbEx{wiQm~Av`Amo@pkEpfBbpIooDd}RsiAhkLi`FfuFqpAee@oyDnf@}~EzjCijHth@cwLdkFolD`qIjx@bfCX`fEsa@vsAycD|tDsm@~xPk~CpxGsfEtjAk`EfeCcoAhiFoGngEwyFrcJmEvvAbu@vjAtAtwAg~AbmA|d@|WdpCx|HzkApmE`Sb`EvmBt}Fk@tcIg`DboD{lCvuA`iAnzEaj@fbChK|kFsWbsBuo@tE
TX-07,24,72,0,0,218,58.7,-95.707159,29.543275,-95.40017,29.808525,34.2,26.3,57.8,-95.707159,29.543275,-95.363566,29.780312,34.2,26.3,58.7,-95.707159,29.543275,-95.40017,29.808525,0,552,24,odisDvxcgQwZaCkNiVcVi@qHlYkM_CgTagBmaBq}@ycAiKatAze@cIqy@s`Ai_DclEdPc_B{o@s~Ag@}Tiq@mAs_Cnb@cxC~F_iC_JcfDa`BouAirE}pF{D}`CyVgkAwBqzGmuCXe_@aNaHu~@qe@sE_dFtCo[tM,odisDvxcgQwZaCkNiVcVi@qHlYkM_CgTagBmaBq}@ycAiKatAze@cIqy@s`Ai_DclEdPc_B{o@s~Ag@}Tiq@mAs_Cnb@cxC~F_iC_JcfDa`BouAirE}pF{D}`CyVgkAwBqzG_aEoImOwfA`M}eAqIkvAk~@x@}MubAcYnK
TX-08,24,72,0,0,675,191.5,-95.566095,29.75723,-95.35539,30.594358,102.6,73.9,167.1,-96.03704,29.780611,-95.42331,30.708786,111.4,73.9,191.5,-95.566095,29.75723,-95.35539,30.594358,0,552,24,u}rtDbghfQlz@vTzC`rAuv@b`KebWzCfWzrT}tDzKv@rtHo{g@le@oBqvEcjAwz@qAu_BwpO?_gBqdKi}GzuBkkHiuAiZgdI|v@a_@`\yjYydB{`As]sjBwoRhoB}rRqEq~MyqShCijCfbBqcA,yowtDnfdiQpe@yoAjVh`A_qBwaNybFzjFknDqFy`RzyG{jWsFabEv{@ieBihDFg}DesAiyD}|A{|ByoAaGlM_yHihBi~C}`AyrMioD_uGu|@mcIi}GzuBazHouBjgA}oc@ydB{`As]sjBwoRhoBcpOwYseZ|xBqrEngCquCqm@x`Am}HaVmzH
TX-09,24,72,0,0,2783,115.5,-95.311119,29.732746,-94.83389,30.488451,79.6,62.9,106.9,-95.321425,29.694326,-94.718012,30.439801,78,62.9,115.5,-95.311119,29.732746,-94.83389,30.488451,0,552,24,udntDnmvdQlUs|DrdBmNnU}gAiBicHwr@{u@moOdp@_{AijAauI{dX_~KwsHkrS_aZgdLruEoaGpYalLnpEk_MpdBq`DrpBsTivAcnGpMmBeaBcuBfT{cD{aHmG}hI_oAivCkfKy}A,qtftD|mxdQuF{hDepAmbDvO}pCwWozCwr@{u@moOdp@_{AijAauI{dXyrAacBejIuoEw~R}zXiu@_zAis@ecJ]}jIgbChQ}`BweC{zCq`BctLtm@}fI_V_uRdfAqfHltAyyHx@c]mkDjb@cw@OohA
TX-10,24,71,0,0,1567,435.2,-97.867162,30.240019,-94.557112,30.559076,276.2,198.6,426.4,-94.651615,31.018823,-97.867162,30.240019,267.5,210.5,435.2,-97.867162,30.240019,-94.557112,30.559076,46,552,23,cgqwDvtitQa|FtcBgtC}eG`w@stAo_Pi~IcoEbq@{pEiyIldO_u]_aCkrA|gAwvC_nEwcBhkEuvKizAcsAbhBu`FuoC_zAdqCyqH|tAzu@ypJuz_A`zU}nJclQynWgu`@kk_@yqGg_To}CyoBstAi}RyyCypGbd@wyLrcLgq[jyBa`m@_oMccS}xKgzu@u_VcrEqwD}wIjpB_xJhpWzD{_C_mc@}sHyyIueBm|NtkMmgLftD{}Jt_Coen@xjKksNv{Gq_AflCofK,sji|Drsu`QipBlt@hcCjdE|vCd`e@acCrjYwcKjxZanVh~NmiR|c`@sbBvjLzvQltYlrZpdOl}KvlMdcQ`sf@ix@hjQxqEjxQnkd@hsc@`xGlsMjxAbeSzyCvkB|jGbwSr~`@vt_@r`QbpWqnUrmJxpJtz_A}tA{u@eqCxqHtoC~yAchBt`FhzAbsAikEtvK~mEvcB}gAvvC~`CjrA{dOdv]hqEbxItmEip@lhLzwIhsLcqBl]rnJ
TX-11,24,72,1,2,4711,421,-102.793243,31.980993,-98.534347,30.50294,316,275.1,393.2,-102.793243,31.980993,-98.417495,30.610163,315.8,328,421,-102.793243,31.980993,-98.534347,30.50294,130,552,21,ehebEvxkrR|`LusCcgCuwRdaF_hNd`Dyw`@igCskRlzDocBmqQupb@ceCw`O~bVgnpAzdBeqn@`aH{gTeVqiHwfIszTzhCwkZ~qFulG~oEcjOxo\mfc@ftK_l]~bOqrIbtM}eBnfB{ee@zkDkaIzj@cnPp}QatOfuCgxGsjAge~@hoJguq@h|EsqGjsF{l@dsWytg@jxEePr~Cgq[n_EqyGn@idLhgTcwYl|@e{G~dClGfsEqpS~dJenDxgOt~DjuJu~BdC{vB,ehebEvxkrR|`LusCcgCuwRdaF_hNd`Dyw`@igCskRlzDocBmqQupb@ceCw`O~bVgnpAzdBeqn@`aH{gTeVqiHwfIszTzhCwkZ~qFulG~oEcjOxo\mfc@ftK_l]~bOqrIhrMcbBhhBuie@zkDkaIzj@cnPp}QatOfuCgxGigBs|r@hhKwu|@~_FwyGjsF{l@dsWytg@jxEePr~Cgq[h~DauGDk`LbdCk|FtdPebRl|@e{G~dClGttEirS|jYsvOcaG_gL
TX-12,24,72,0,0,833,110.7,-98.029915,32.997871,-97.346759,32.987247,63.8,47.8,98.7,-98.050983,32.971976,-97.253074,32.801723,55.5,47.8,110.7,-98.029915,32.997871,-97.346759,32.987247,23,552,23,u{khE~miuQ~{C?bcAmn@gr@spEif@wu@cH{iFow@sv@rA_eDfg@qn@tBerBz}@gfCquAsVsHoaEiw@qItrAqsC~Gu|BiXuaBx`CslO`cIaaRvbAkcF`jFimChdFgrG~_@iyA_Ou~Ans@waAlCa_D_tDiqKvGu{EmuGvUm`EpkE{jFCabAp_@efBagAws@BdOxZ,{yfhErqmuQyCsbCbcAmn@Vmi@izA}|EzFurC_RwzA}t@_l@Ru_Dth@}y@tBerBz}@gfCquAsVsHoaEiw@qItrAqsCqNicFfcC{qOz_I{wQv`Ac`F`lFqpCnbFgoGxa@i|AyL}dBjcFqmKm|@wqA|BuhRws@s_AjH{p@
TX-13,24,72,2,0,3772,548.8,-102.448513,36.488622,-97.209978,33.212412,438.6,390.3,520.9,-97.209978,33.212412,-103.041109,36.204859,447.4,390.3,548.8,-102.448513,36.488622,-97.209978,33.212412,0,552,24,{tu}EdnhpRvyE_eBs[m`d@_zF_Ddjc@ymc@rukC{wQbs`@kqU`b]kx@lJ{kP~|LoO~yKyuaAvpr@y~pCzfb@od_@ztZe}HjzQejb@~i\kl|AluG_}z@pst@mkdCfxDmbr@zsJ{aHxtKkeq@|l`@mwb@bxUefh@nxv@q|o@ooGsfJd}GgiCtgEomw@,qxuiEjiipQ_jEpmw@{zGdiCnoGrfJk{v@b}o@uuU|ch@ul`@pvb@wcL|nq@ifJdtG{yDhjr@sot@~adCuwGnd{@ci\tj|A}yQjjb@ctZb}Hmgb@xf_@cpr@lxpCogMjxaAsrKnTkJdcPkpWb@aze@nlWwoRff@duAjocA}iLfDsiy@lz`@kxQlo[sQt{mAsbK`J
TX-14,24,72,20,0,4734,124.3,-94.34907,29.79232,-94.074643,30.125931,70.2,46.3,86.1,-93.7159,30.178144,-94.34907,29.79232,55.2,123.2,158.5,-95.554068,29.382629,-94.391287,29.589962,328,552,12,_yytDtpz~P|_@sPS}lBkmFiMmEixPgkEkf\syD{`H~h@}pHogFg`Fi}BijD{EqoEm_BueBqoGmdAsfC_}BulAf@_c@vjGoqAxyAsrHdKarA{sCk|AfGfD~yOeh@`~E|VbcA_wIfn@at@~xB`Qd`BrxC_k@fLpc@`nE`v@|j@xu@,kdewDj{~zPd[pgBdaCe@jIp{BjhJc`@sFdkBbdAxaBrvNlpOroGzeA~nBbdBrHtuExzBpgDl}E|xEa[n`IbwDhxGjkEdd\jF`~PboFfMR|lB}_@rP
TX-15,24,72,0,0,4383,415.7,-96.632021,29.29242,-97.926661,26.068679,307.6,254.9,361.3,-97.926661,26.068679,-97.409811,29.729301,296.8,254.9,415.7,-96.632021,29.29242,-97.926661,26.068679,0,552,24,sdxqDbmxlQb~BhgL{`H}Jm|Wrbl@v~Wfei@noq@vvb@blkA`zJfpk@t_~@jmMxgCjjV_yHbb`BtqjAlwrBxwN~rjAoaItpjBr}NrdJacj@hdQsoE,gpb~CrhutQadQzeE_eJxej@wmjBczN_yjAbbIctnBogMwqp@ky]oor@wdm@ojV~vHgmMyeCgpk@u_~@iekAgxJ}cNijIog`@xvB{xg@j|_@ujEohGkmb@_bA
TX-16,24,72,1,0,2627,65.8,-106.204334,31.614784,-106.618049,31.990288,43.4,35.5,65.8,-106.204334,31.614784,-106.618049,31.990288,43.4,35.5,65.8,-106.204334,31.614784,-106.618049,31.990288,0,552,24,kw}_E``fgS}nIhgGy_MtkNisDhbHeoAlmDx@psAfYz{@iBtyF|rBrjEqFrn@cpB~rAkmDfc@oWrhCkzCntCicIbvAqvLiJqHrmCstDvIvPr{@c]lQ,kw}_E``fgS}nIhgGy_MtkNisDhbHeoAlmDx@psAfYz{@iBtyF|rBrjEqFrn@cpB~rAkmDfc@oWrhCkzCntCicIbvAqvLiJqHrmCstDvIvPr{@c]lQ
TX-17,24,71,0,0,1776,252.4,-96.032438,31.876169,-97.533316,30.48167,171.7,131,252,-97.533316,30.48167,-96.032438,31.876169,172.8,138.8,252.4,-96.032438,31.876169,-97.533316,30.48167,88,552,22,aypaEviciQg_DlpBbeDrpBdtBx~EibChoBzxHfkAd_DetDvgC~YdgHfwDxr@hrDroPz|Q}bIdk]xQ`cM|lK|mD|uOvd@duKxpHpbJhc@dkTlgI|oPvb^fuAhKrtD`dFthEmrA~nLpdY_gAffAlk@|wAviAaa@vkIxgCrd]inBfh@jzUpsYbjIbbBppHbmFu{@d_GneBt~LhgaAvsGnq@pKexAlaBaO,mm`yDfnhrQmaB`OqKdxAwsGoq@qqCuoS`~Ac}Bca@iiCudBevAkcG_wa@e_GoeBcmFt{@cbBqpHqsYcjIgh@kzUsd]hnBwkIygCwiA`a@mk@}wA~fAgfAorLekYeeE`yAstDadFguAiK}oPwb^ekTmgIqbJic@euKypH}uOwd@}lK}mDyQacM`~EqqWxeBsuDqqP{_Ryr@irDegHgwDwgC_Ze_DdtD{xHgkAhbCioBetBy~EceDspBf_DmpB
TX-18,24,72,0,0,160,73.5,-95.546764,29.552322,-95.286555,29.927966,48.6,32.7,67.6,-95.546764,29.552322,-95.216835,29.929473,42.9,32.7,73.5,-95.546764,29.552322,-95.286555,29.927966,0,552,24,_}jsDfndfQgO`r@bNagBuZmnCbXy`A{}FnD}pEwpCkpAmFmwAylFmlCc_BwZ_fH{aCqd@k~B~JueGukDg`@{r@q`FeUmR_|Dph@g~C{wDgwL_}BnTwnEie@q`@mb@icFcGwh@j}@oBrsGqf@vvCh\hr@ht@gG,_}jsDfndfQLlc@uOrMoIqc@rXobAuZmnCbXy`AgvA|KsfDmFusDmhBg\ig@kpAmFmwAylFad@eKkgB}rAwZ_fH{aCqd@iiAzWat@{KueGukDg`@{r@}cEaEs[cOmR_|Dl]obAbJwzA{wDgwLk]~Pw|ArB_pBgd@unA`@BbO_nHdBnKz_@
TX-19,24,72,2,0,2573,435.5,-101.493902,34.74303,-99.094459,32.915291,341.5,258.9,363.4,-99.221547,32.519616,-103.043449,34.492775,312.5,258.9,435.5,-101.493902,34.74303,-99.094459,32.915291,0,552,24,}v`sEz_njR`uPlM~a@tj`AbaL_gFrle@{iBp`[{gL`oG|`Gj`LvAhdOfdSdxrAcaAf}BqrIx`Kl\rqMguVhzDg_Aj}LipSzjZeoVhdCywJdce@ash@jzCwmJn~QafI`kH}tKjzPezKp{OqsZbj_@m~[dnGonWm]iuTomE}_F_mA{oPdBq}ZfdFadf@oB{sNg_EkdRrrAseHwhYcki@wdQgfJa|Ao~Wisc@y}Jk~E}_Gg|J{}A_o@c}W~oHq`CP~vClfEhr@f`Bf|D,snneEter|QmiO_kBmnVtdQ|hB`xWnoQlnJ|dYzei@{oA`kHl_ExeRdBdrNycFv`f@qBha[xqAlhQdiEviEl[fzTktDbeSy`b@~|_@_{OhtZy~Pd}KigH`rKi}QrdIk|CppJwbe@|sh@qfCvwJqiZzmVk_MtrSqjDzd@mnNzqa@qkJnlAotz@rktAmeAfcJieFvaAyyr@|bbAiy`@jw~@kiS|bA
TX-20,24,72,0,0,123,54.2,-98.318616,29.478568,-98.748155,29.448455,35.4,25.9,52.2,-98.748155,29.448455,-98.318616,29.478568,35,25.9,54.2,-98.318616,29.478568,-98.748155,29.448455,0,552,24,ap|rDjzawQiXeFgw@~hBz}ArzEvNpqAbzAfhCvhDtDba@rtAvtCl|CvFlxCpm@bqAwQhhGog@~vBe[plGsqA~ZwU|Ukx@|_C_Dtp@l`@@{[|i@bJ~w@{f@ltBuk@fz@wGpnAoUt[gkApc@lJ`c@me@xo@vn@l{EqO~eBhF`J~jBij@{Z}R,{svrD~vuyQzZ|R_kBhj@qEeJlO}eBgn@{{EhLm_@dXsNsFg]t}AkeAxGonAlk@{y@dg@stBkMmpAtF}dAfw@e|Blb@{_@tbA_SjZsjGdh@wzB`QmgGam@mpAaEevC_aDwpDeeBi|IidFmIk~@}xCtu@aiBhXdF
TX-21,24,72,0,0,682,253.9,-99.86311,29.628772,-98.17499,30.434226,165.5,128,235.6,-97.943023,30.172474,-100.023217,29.7426,176.8,128,253.9,-99.86311,29.628772,-98.17499,30.434226,0,552,24,yzysDloo`RwqAmMug@lcA_aDajAuf@hxAuzCmNmaDqvDwuB_ToRm}@b`Buq@vuAcgJe}A_Pw`GshIsdIohGgkLh`G{{Mw~AolPjPuzDsrEyzEq`LmcEiaOueBck[oxAybBrxDatSn_FauBlrIkkPp]arCilCyrDcaIseCcfBwhEkgGibGqnCqgMabDoaCk\ktFj}DesGn^}fSk~Ao|E|GmdJgeF_xc@auCcuDwcYuaIvhGslQyz@{}AfXecLojDyn@mzAvuA,}`dwDznxtQ`bAx|@}^hd@qcGfzA`jAd}C~]r`Ow}AzwJbzA~`PytBz~H~`BzgIif@zfGkuMluDbbEfsYf|@luXj~An|Eo^|fSqnD`mFyM`aEdbEf`FvpCpiMlbG~zF~fBxiEf`IpdCpbCz|D}TtfCs}IrrPqwExrBy|DpiS`aBriBfeBhi[v|Kx_\r}DnwEnlPkPz{Mv~AzgLqaG~gIviGv`GrhId}A~OwuAbgJcgEjiCs`@zgCxaA|{F{wBp{HvcGxcL
TX-22,24,72,9,0,2566,163.4,-95.117916,29.286789,-95.762161,29.856193,100.3,69.6,154.1,-96.053878,29.676534,-95.111795,29.092,95.4,69.6,163.4,-95.117916,29.286789,-95.762161,29.856193,88,552,22,mawqD~upcQkl@fVpv@veAjzSrwTpxDb|KhPznBnfDlfIelA|~@tr@ddBiHdiBgwFxw@hhCdoWdMrkF{b@|qAxOteDkWjeCova@fsP{pKfcNkfGe|GgxAjjBirBs}Bu{Cx}Dsrg@v`@a]agFk`C_T}aLhZkuCwXgoBaoAPxrAotDdASg_An[iG,iectDvogiQ}ZawD~k@qd@ae@{~FtyMnA~|C}lPv|G_W~kJctLhkHhyBxdDtY`rMwoP`lk@o{UjyEscIbwAuy@oGwz@sw@gz@fjA_uQxpE_cDrw@mvGzqEi`MtvBq}CgcHejJwiK}yP_}D}bD
TX-23,24,72,13,0,4360,897.5,-106.20903,32.002106,-98.448961,29.72766,659.9,495.2,764.9,-106.3407,31.878066,-98.809934,28.849093,605.1,495.2,897.5,-106.20903,32.002106,-98.448961,29.72766,0,552,24,elibEl}fgS|@nkLlkPxpJveKcvDqaTuhc@n}IciMzkLfeBdtAjbStwYu|B?pzFncOlh@tkqAip}AetFsbk@vib@svsBcgIkwbDjdOw~e@xbUqk}D`gyAmhqA`ma@i^t~a@q`R~rDy`l@brX}lg@zi@c|\~dNctRxjIwgs@vnMm{Gj~@st^jlQgiUfdL|o@tfK}jI`eDan[ppMgnJsyCetQtv\kkjB``GgkeAy_Vuao@yuIis{CcqHjlB_o^wkYoaTiyBdyPaqK{}@_oQecVg{B,}dqaEjt`hSpzC{{JgoSq{]fwGm`LbrNp|@dtAjbStwYu|B?pzFncOlh@rmqAot}AcvFm~j@vib@svsBcgIkwbDjdOw~e@xbUqk}D`gyAmhqA`ma@i^bbb@mfRpoD}zk@brX}lg@zi@c|\~dNctRxjIwgs@vnMm{Gj~@st^jlQgiUfdL|o@tfK}jI`eDan[ppMgnJsyCetQtl^a{rBzjCaebAnso@m}^lcBcv}@qlDwkJz_Ouw[xbVatT}aNkda@
TX-24,24,72,0,0,737,73,-97.265499,32.986603,-96.784185,32.818906,44.8,31.5,71.2,-96.784185,32.818906,-97.306073,32.945361,44.6,31.5,73,-97.265499,32.986603,-96.784185,32.818906,0,552,24,guihEjdtpQlr@xEzPd]}N}s@hlC|KeD_bA~fC_C~@c|IkG}t@kb@qbAbAazIcQcB|PezBphB{cBxIykCicAgiC{~Am]bWmzA{KYtCgeAeNKrCejCk_@{h@gNez@zXk`FkK}|C|kAwm@plEsf@es@ghFev@ciCq@}|A`NuTdgEgbAxlJlk@n@eb@nj@uMtNusAeK_Mxb@so@,e}hgEddvmQyb@ro@dK~LwPdtAgdAbOSdYusIge@w~EneA~H`qBpu@~fCfo@zaF{jErm@qjA~h@bNf`DmX|qF|Ndn@`\|]r@te@np@FHnqAxOhFom@xaAmf@zzBvMnNt{AzHrcA|kC}K|iC{fBz~A_O|aAg@|SxS[cBb~J|b@peAfGzt@iCtwKrT`{@SteC_FpnAqmAsE
TX-25,24,72,0,0,1367,277.2,-97.191433,32.802564,-99.525503,32.084664,197.5,144.9,276,-99.525503,32.084664,-97.191433,32.802564,198,144.9,277.2,-97.191433,32.802564,-99.525503,32.084664,46,552,23,_wegEluepQx[fjCf{EyBldR~wD|@vnQgdAlmGrxDp`F`bHoVbjE`cCa{@juIt|GztBv^zlB|}Mxs@_kOrlOlqEp{E~nJniTsLv|CkmEryDhkAfjFahBdgKqoGzdMdcA~tGscApaC}LdvVouCnbCc{BpDy@`pB|_Jzi]``Bdi^~iCvkP`hBzbC~iHziWx`D~yEzy@|~D_Yjw{@f{@`lLypDff^rgAniYdmSaB~K`oDtuMhXziBrrBxuJ|Bf@ynBleBfAfBudB|bDtA,cpybEjqm~Q}bDuAgBtdBmeBgAg@xnByuJ}B{iBsrBuuMiX_LaoDemS`BvBotImiBqhJdpEsrb@c{@onLjYcp{@{fOahd@_iB_eCmiCwjP}_Bui^u_Juh]bQcpBdiBuDnuCobC|LevVrcAqaCecA_uGpoG{dM`hBegKikAgjFjmEsyDdQa~CyqJyjTesE}xE~jOslO}}Mys@w^{lBu|G{tBb{@e~IkyAcFyoBeuBi_HzQuwD_wE~aAwqGoMi}QogXepD{i@g~B
TX-26,24,72,0,0,3948,248.7,-97.869212,33.003292,-97.323842,33.855025,144,78.4,234.4,-97.869212,33.003292,-96.986409,33.865572,146.1,78.4,248.7,-97.869212,33.003292,-97.323842,33.855025,0,552,24,q}lhEpajtQnR}i@{wL~DghHonAmtAmfCodGg~B_|EyjEqF{yC{jAkV{m@msFoGs~TvyO{nQbyG_vDxIcmNtwAygJo\yiJmnA_j@_RwlXc~Bqw@mm@}nDjNghMc_BqtImlBa}@sd@jjAaxIwB{LdoA_iNcQyJfzMewFpPo@fiCuhDtqEhSh`JcmIwKglBcfAu|ZhHkcEicBa|K|To@lkBooAdoA~WfaAguAxu@a~LhjA{`Dp`CmeG}_@`HdhE_dAfm@wo@zfEpg@tiC,q}lhEpajtQnR}i@{wL~DghHonAmtAmfCodGg~B_|EyjEqF{yC{jAkV{m@msFoGs~TvyO{nQbyG_vDxIcmNtwAygJo\yiJmnA_j@_RwlXc~Bqw@mm@}nDjNghMm|AgrIcoBk_Asd@jjAaxIwB{LdoA_iNcQyJfzMewFpPo@fiCuhDtqEhSh`JcmIwKuiB}eAmxZpHmeEccBo}Cn_@kb@ciMgzEgFaDklDwoA}gAyn@yoETqrDmfYakBeoDz]wCv{B
TX-27,24,72,12,2,2082,386.5,-97.426137,27.821255,-98.015456,30.145709,299.1,191.5,347.6,-97.426137,27.821255,-96.199122,30.377383,250,191.5,386.5,-97.426137,27.821255,-98.015456,30.145709,0,552,24,{yxhDjpsqQnI{gEwnQyeRzkG{vSarBsuEkn[{{T{rrAev]eiKknQusm@tkc@}qOscOwrf@wwlAevXcah@_pE`Gg{]d{PiwVndG}~d@deVqM~nEq_G`lAgt^djd@_|Cr~PbkBxsGy}DpnMgl@d|N_rRj`TazJhxU{^|_[j}Nnwo@_qItc@czDf`TjjEjzCqcCxrC`b@xpNcnD~lMg{Dal@ro@haC,{yxhDjpsqQnI{gEwnQyeRzkG{vSarBsuEkn[{{T{rrAev]eiKknQusm@tkc@}qOscOwrf@wwlAwkVuwc@yg@}fIapFozBe{JarRsaMcvCskBizC{_]moBq~L`oCgqFouCkzIljKyo\zuFi_\tfXo}KbxCewLfjLgbGbn@qfI}pQ_pUavXwnGl`D
