district_id,n_points,n_sampled,far_snap_dropped,isolated_dropped,max_snap_m,max_drive_min,from_lon,from_lat,to_lon,to_lat,max_route_mi,span_mi,span_drive_min,span_from_lon,span_from_lat,span_to_lon,span_to_lat,span_route_mi,geo_diameter_mi,max_drive_min_ferry,ferry_from_lon,ferry_from_lat,ferry_to_lon,ferry_to_lat,unreachable_pairs,total_pairs,largest_component,max_route_poly,span_route_poly
GA-04,24,72,0,0,167,61.9,-84.111733,34.025928,-84.107752,33.6431,37.5,26.5,55.3,-84.107752,33.6431,-84.111733,34.025928,39,26.5,61.9,-84.111733,34.025928,-84.107752,33.6431,0,552,24,autnEhak`O|Z`k@jpA}sBx`CqyA~gB`m@rjJtlUlaAwMpoBz|AblDsOx`@sYxJ}mAfvDmk@fhPfCfeAwsD~pHluAphC{eDdx@knGiSkH,k|ilElhj`OhSjH{z@ltGwiDhfEeOd|@a}BfjAem@dcA}kD}ZodAvd@ij@deAekBjI{eAniAmdBx[{lDfSqtDse@qtDrU}t@dl@gyA_lCme@{rDy~IwwTawB}mAyRbs@mkBb}@amAbqB{\yg@
GA-05,24,72,0,0,162,54.3,-84.324286,33.871837,-84.397965,33.496637,31.6,26.3,53,-84.397965,33.496637,-84.324286,33.871837,31.8,26.3,54.3,-84.324286,33.871837,-84.397965,33.496637,0,552,24,_rvmExqtaOc]nGdoB|}AxwAiI`f@~Ynd@ci@vq@d_BrfAxLx\`eAcQdn@rvAj_C|lD{RpxAyhAhdAroAj{BhO`tB`|@thHew@|vXflDpWyuA~yC{`@Ly`@,_imkEh~bbOMx`@_zCz`@aWrtAknPmzBmB_`@qaCxUmpCcg@ywGdw@muBe|@{{BqPygAcoAmwAzgAumDzS_|CkyEaz@qxCmd@rz@_eCuPglBs{Ab]oG
GA-06,24,72,0,0,1196,85.3,-84.81094,33.533754,-84.354094,33.82776,43.2,37,82.6,-84.81094,33.533754,-84.353089,33.911168,48.3,37,85.3,-84.81094,33.533754,-84.354094,33.82776,0,552,24,}ptkEjssdOtJsb@xh@|b@~mAjMee@giC}w@gyAaJwpBpLcv@_RouA}Mkm@uq@aTy_@ua@gt@_BmLu{@pHk^ohA|Zgf@ieEsf@e{@seAaKir@`YckFlSukAsHscAcjDefAau@ibG{eHqjAcb@sj@ouAwcAee@s_BqcCqyAycDqxAelA{Ocj@o~BqoBoSqy@ml@i|@bBmm@y[mb@o_@qwA|HuKb@odG`c@F~LcuBm_@kHhJucAuHySwLdG,}ptkEjssdOtJsb@xwBhq@c~AocFoOk~F}Mkm@wgCwy@{Ba{AohA|Zgf@ieEsf@e{@epLzXygAgnD{fI{xIqjAcb@em@ixAmdAgf@srD{~G__ButAiLyd@~TyVmcAm]ukB`|@mwAibAihB`BqiFwbBqgE{dIrt@imJoBmo@}VnB
GA-07,24,72,0,0,4323,120.2,-84.214346,34.60863,-83.979856,34.143233,57.9,59.5,95.7,-84.395841,33.932368,-83.869058,34.675474,68.6,59.5,120.2,-84.214346,34.60863,-83.979856,34.143233,0,552,24,}nfrEtb_aOnw@|x@|m@qW~d@xgBjxAj^|l@zjAt~@wPvYbz@|mA~PnbCmmCtvDyuLhpEg}ExmA{kHv|@ayAcHsyAjcDmbGzk@{Wj_FfuCxgDu{A`hCcpCx|@svBrVpYtxHwQoC{fAwiAslAvRwsAcdCi~Gxj@kuAhdFtaAfmA|lAdsCxdAfh@ppC`}Ar]zzDpkDz]qe@`FtpA,ilbnE~pbbOwGwrFqaMkeCqfEanCycCa{Eg`EyhBenHkcJkeGucKccHamFsiX_hJyrIc~HqiDeDm{DcaDul@vjA}cDkgAixC~eAqaFeqA}_Hr[}nBabBg^odFcbDy~@qiBerF
GA-08,24,72,0,0,2261,381.7,-84.11068,32.851282,-82.810098,30.611962,268.1,190,338,-82.435647,30.696953,-83.841098,33.175017,228.1,190,381.7,-84.11068,32.851282,-82.810098,30.611962,0,552,24,ogogEvzj`OunDa`C}UuiQciFy{DkeUojDlv@wbf@lyIa_Ss`EqmStqV_gd@~nLofBji}AdpPxwEraCbkAfsFzjc@l}TpuN`~[jvFdcC|_H}u@hwV}{Fxax@ued@b_Ll}AjmFqjDzuo@iwIzdSgxH~h]{jF~wf@yyU`sB_{BccEc~^dkEy|s@j_LlcC,}njzDxucvNrJ~kRrtBp_CueXlzOa|MdyCexPwJuwZfr`@oc]zyC{hRgnCqug@jiAwfa@fnUizJfsAa`Kjg\e`OfgKihj@a`AeeCxjIuaPpqBkh`@llXsib@ktA{x`@mzGamLvfBmrVdgd@jaEjmScrIthTgbTrdPwjGtr@
GA-09,24,72,1,0,3419,256,-84.487939,34.982566,-84.108413,34.084529,139,89.8,228,-83.391614,34.047703,-84.487939,34.982566,133.8,89.8,256,-84.487939,34.982566,-84.108413,34.084529,0,552,24,apotErptbOd_HraE|nBooBxkAvfAjxA_qDmf@cuChb@}wHudAwaFn_Eo|H{_CybLjPy_O~q@qkAfi@ubNbsAusDvJekIsmAyzG|}GifEv^e}BvjDibAqAceBxzCrg@zbC_tFtkC`TLqsFzbFi{F~kBfx@fzAul@x{BtwBhhDqwAzoBjg@p`BgwBfeOsh@zvGpiHnwIoA|hE`t@lu@|lArmGy`FbeJvjFxgErbFn~Dc`@tiCsrCv|Cl[d}Bw~@noA~`HbtAcn@laCb~Bjc@jgCmj@nx@nuBfkHpOdoG~tCnqFueFbvDg`Co[_zAt~@ppBd{C,c}xnEpl~{NufBttEc`LhMamFrkBu}DapAc}KjbF}wFht@c~Ds|Ac{If`DimCqTc`BttB{`H|pAukAnbB_hBoz@q_Cd_@}oJxiPwcGcpAakFt|FguBxuDuG`fFomDnuE{lHra@gfB{qAvJ|s@crEsEakC_{An@bkEguCf{Cb`Hr|Hh}AhwIwjDhbAw^d}B}}GhfEnlAlzGuJbkIurA`rDmi@xbNmr@pnAgP~}N|~Bh~Km}DvaItdAvaFib@|wHlf@buCkxA~pDykAwfA}nBnoBe_HsaE
GA-10,24,72,0,0,1637,217.1,-82.940724,34.480685,-84.20109,33.34036,130,108.1,211.5,-84.038914,33.208593,-82.940724,34.480685,132.8,108.1,217.1,-82.940724,34.480685,-84.20109,33.34036,0,552,24,iomqEnjfyNxMsi@~vBzqA|tAgmChoBh|ArlCq}@nmBteAzkEeZ`vFvqJpzBtkA|p@l~RjaKfbA~hClzBnx@gO~nCxxBhcCn{GrcJj|Et{IrnMzaKzgG|oCy]hiDviCr`BpgE`oKtuBnnKvtIl|FnaC~Rf_Br}FzxFr}@zqExmE|`BfrDtbFaSnxDd{BvdEphAdmKb}FbxAxxCpcDevAjpFv|Fjz@vhBf`ShgDvtA`wBznD|eBfv\xbClkCptJ~]fU`oC,u`uiEdz|_OomBqvEvdAukBunB{cKswImuD{sAyfFi_BoeLtFilFb`B{}DsV{oFetI}sG{nK{eOmwEel@ccC`uAkyAch@}hJytI}zDikAqqDytFitRmr@olD}qAinBvh@grD}lAgrFpmBqgCgmBcsLcpBmv@}fE}iDslCyrC|[aeKeiGcyIilMscJk|Eg_E}xIunCol@ogAieBw`M_vA}p@m~RqzBukAkpFapJqqEnXomBueAslCp}@ioBi|A}tAfmC_wB{qAyMri@
GA-11,24,72,0,0,1177,112.1,-85.039497,34.163821,-84.325732,34.470428,61.2,57.3,84.3,-84.450287,33.916462,-85.050986,34.58143,68,57.3,112.1,-85.039497,34.163821,-84.325732,34.470428,0,552,24,{rooEzg`fOgiB~Lon@krAw~ALhLmqDac@icAyfBsmPji@umFkQoqApeCasHwx@IjQqtEeiAasAkNq|@{VokEfh@ocC`Q_`Fyx@_pEcgAbQ_mBkyBeu@wNuZknA}iBcjAmSmtBikAne@okBkj@cnGgiJmOifAu~DgoBtJ}dEk~@}RuqAmeBtPgbBgs@wlBr^is@mFsx@_xArEw]c]fGuhCk~@gX|P__@iTo`BuhAnW{Rqh@ojAzvA,{h_nEhembO~Nd|Ae~@nUjFx|AwzC~_EukArTqkFhhG{aHz`CwaFxzGj@jcHun@nfCePpqDogBvYmqAhjAq|B}MekCdsBczCh_AgcCmc@ou@sr@yxAtHsjDfyG}hCfyBszA`a@_ePnaQcz]|`@wxEtfDv[`tD_cBx}DlItbFbb@hd@
GA-12,24,72,0,0,4543,267.8,-82.016301,31.846365,-82.584351,33.957452,178.9,149.5,267.8,-82.016301,31.846365,-82.584351,33.957452,178.9,149.5,267.8,-82.016301,31.846365,-82.584351,33.957452,0,552,24,y~jaEzxqsNkyOo_IobAepFsjj@okCatEciDmxXkEyqOwzMukCtiBsyFatAcyGt|Hish@zkXazOggFsxd@dpEgdT|sI{af@ndDwrMabFsrEnvG{cQf|Fs~Xrrj@u~GtlAmbb@tqa@rg@jxDmsGxzLc|EfV`J}kG,y~jaEzxqsNkyOo_IobAepFsjj@okCatEciDmxXkEyqOwzMukCtiBsyFatAcyGt|Hish@zkXazOggFsxd@dpEgdT|sI{af@ndDwrMabFsrEnvG{cQf|Fs~Xrrj@u~GtlAmbb@tqa@rg@jxDmsGxzLc|EfV`J}kG
GA-13,24,72,0,0,428,111.1,-84.362222,33.392395,-83.867939,33.89604,57.9,44.9,111.1,-84.362222,33.392395,-83.867939,33.89604,57.9,44.9,111.1,-84.362222,33.392395,-83.867939,33.89604,0,552,24,o}xjEz~{aOq]os@{i@xzAcbBd[gmCuvBuAq{@ac@{GrCefCe~@cqDmy@yd@gFgkDox@ab@aEmp@weC{@qlBmeGk@qjA}fCnaAiH_x@o_B_jC_tCas@wiAg`DwG{fCsf@u|A}~A{_@wR{uAea@bKooBanDqsBwZgr@ykD{dGnByrFogAeb@rf@usBgfD{k@rr@qi@yFu~@y_E_wAxA_|@ih@euDqa@cdCxDcoCenH|Gwf@m_A_kA~v@mcC,o}xjEz~{aOq]os@{i@xzAcbBd[gmCuvBuAq{@ac@{GrCefCe~@cqDmy@yd@gFgkDox@ab@aEmp@weC{@qlBmeGk@qjA}fCnaAiH_x@o_B_jC_tCas@wiAg`DwG{fCsf@u|A}~A{_@wR{uAea@bKooBanDqsBwZgr@ykD{dGnByrFogAeb@rf@usBgfD{k@rr@qi@yFu~@y_E_wAxA_|@ih@euDqa@cdCxDcoCenH|Gwf@m_A_kA~v@mcC
GA-14,24,72,0,0,1610,225.2,-84.642451,34.925851,-84.621827,34.0433,136.3,94.1,200,-84.728555,33.80237,-85.557608,34.979519,129.5,94.1,225.2,-84.642451,34.925851,-84.621827,34.0433,0,552,24,qmdtEhvrcO_dA~|AdfA|nBm_CjvAdFvuE}lAteHdxAv_AncC`vHf`DvyMjHbxFdfO`JfyAx_BoY|bD~n@n{@khAffEfyFjgGr_AhgDfi^t~Eh{CdzBzy@|cEjmQfyN~rAaqBn~Du`@`cG_zL~lVrd@rqC_bCvpEzFbeFmoBdzH_ZnmDqkC`zEq_IdfGm`ChW}gBt`BoOlkIi_IboCgeImUmmItcBmjPyzAux@{{EyaTmbEb~@{hDiaGmiEyt@,y_imEnpcdOrK|uDgsLtj@_eCk}@ybAjrBz@duEefBlsJhTdtI_hC`wHkqIdiI}_BvNyXzjBydGl_C}~GjkKccSxiEqwEoEepCvaCq}Vi\euFjqLiwFp{Ae_Bf{E~cA|bFgkAhlBojOqcKkob@edBkoAvoE{|GvuEg`@riIaeAn_Bn^h~A|kCf~AukDhoJ}h@nk@qqE{{@}lA`bCueGkiEm{BrGau@oz@~AtjEvkAhqA_bBqFe|Bp_CiVxnBm_Af@
HI-01,24,72,34,0,3567,75,-157.655079,21.30513,-158.080098,21.298887,41.3,27.6,63.3,-158.083115,21.320673,-157.655079,21.30513,36.4,27.6,75,-157.655079,21.30513,-158.080098,21.298887,0,552,24,ad`aCf_ga]mG`L`XyAzUjb@ji@^x_B|zCzTtHqNz|AebAvjBd_AhuGgPv_EslBzjDq}@f`DufB~eAqlAj|AqNjq@xSjd@cBnv@m`@~|Dmn@nVu_Dar@keArn@ks@jaCpSzzA}e@n|A~dAfkBnSd|Adj@nwA~BhgA|k@vbApkBrlAhz@tfAj_Ber@sWioA`|CxMnQtUlIpvB,eecaCnrzc]kF~Yun@{F}z@ya@qwAizAwhAyZk~@miAauCwnHvIipA|m@arB{C_eBxUbFjbA_`Cxs@enDvf@kb@bjBcm@heAizBbgAgmA~}Aq~@t~@_bDpaA}sAzi@ouAlPibEc_AirGhaA_lBpN{|A{TuHy_B}zCwh@SoVwb@aXxAlGaL
HI-02,7,72,64,1,4848,153.2,-157.803448,21.379819,-158.171931,21.39869,75,32,97.8,-157.255568,21.088572,-156.758748,21.096966,40.5,93.4,153.2,-157.803448,21.379819,-158.171931,21.39869,24,42,4,{vnaCp~cb]ub@mgAykBfo@aBlm@si@fCgbEdyCk}@rH{dAvx@gt@lI{g@wLqu@jh@coBlh@m_@kIgv@qqBgp@iEa`Bhl@e}AnlA{S|{@nd@|b@sOff@s`BKsn@n{@cmC~nAq]d{@_oB`rAs}BmJog@|v@qvBvdAkh@jtAkgA|yAss@t_Cd^t|DjvE~kF~wAhi@v\yTxM~h@dbAbn@~uCf}CzkDvMhiAm_Ete@gk@bh@qdB|_D}{@taAfQ`dAffAxq@{Mff@i_A~l@jv@j|DzeA|hAiC|bAkYhcAip@xeEwvAzxB|lDdqAlb@~tBhtBlGn[}v@bwAym@~sCilAvTmbBhx@alBxtBk]zqAsd@x[jh@ua@,qzu_Ch~x~\eGiXym@oYySpNcWoj@ysAi\g^qlCi{AkHkv@_mAfSk~BmKeu@{RgPhRy|HcMge@Hi_Bio@u_All@qyBnpA}jAhwCqHzmAakAz}CohK|y@enE~q@}bIjn@caBO}Ts[~@mVq}@gPgaCfNq^o|@slB_n@cgDmfAotAwhAygC
IA-01,24,72,0,0,1898,336.3,-90.362842,42.187719,-93.780827,41.438113,261.9,188.8,301.8,-93.780827,41.438113,-90.172246,41.883031,237.6,188.8,336.3,-90.362842,42.187719,-93.780827,41.438113,0,552,24,gxn`Gv~ofPyj@|vBj|DfItfAneh@lxHfzBvpEv~HlaQmcAfwTyzO|is@lb@}h@h}[gtD|uUgBv|b@kxJncpBbWpvyA|x`@sEt}B|mDhnGyXhiBhyN`lRjcAhDjxn@rtFr_XhgA|q\mvCn}^xy@r`k@yyL`_g@f`B~n~@or@n`]aiVgBzvG|R,ek|{Fdqk{PjvM|F}q@ci}Av{Lgbg@w{@m}j@lvCo}^igA}q\stFs_XiDkxn@alRkcAiiBiyNinGxXu}B}mDcp`@hQy^_`zAdxJ{`pBjBa`c@`tDatU`|@c`]auh@kTeo@ic{@_eH_{Do`C_xI
IA-02,24,72,0,0,967,301.4,-91.3512,43.494387,-92.323111,41.50973,196.4,167.4,275.8,-93.491459,43.437493,-90.507113,42.390167,220.4,167.4,301.4,-91.3512,43.494387,-92.323111,41.50973,0,552,24,}~mhG~_qlPgsA||TnnEfXv{G~sJrm@hbe@jrUdaPrlC}b@|cJpoLj_Huq@dkInuPvFpzHjiJvqZp~R_i@_A~}a@jsJwKxtDj|Bf{fC~|@@mnHfdi@uGhCdqO`oLfiA~m@b~EjnO``BzdJej@@}xNjfm@gNOwhE,i{bhGr`syPAkmC~rNm`AzQagTtfq@eLirDipzAuF}{W|qA{dClgMqrAvSgzJ|oKyhQzxt@qpD|i@ucJbf]}lHaGglFleCiErwEuuK|gDihAht@kweAscBoh]}w@o`aC~mE{wVqIiph@kuEmuEhcCgeK|{HupFsfB_aEzpDusV
IA-03,24,72,0,0,564,339.9,-94.504608,42.209295,-92.305772,40.598319,224.7,167.7,308.3,-95.367872,40.597029,-92.186373,40.878778,196.8,167.7,339.9,-94.504608,42.209295,-92.305772,40.598319,0,552,24,c_s`Gx|x_QCuvDhfJ_D~KexQpc|@}iApLgd[vp[BI}ye@d{uA_}@n@woKzsDoaFtRupOdtTwf@fsEacIj~EwYeGwwaAhfEme^mnBqebDpbDg_Dpep@r|@f_CqkEfcPk@gNs{Jv}EmpA,mbxvFdpaeQp@miEykJl@zJeaf@gmP|Gt@gyMdgBo|BcGkm[plBumRzdEsw@jv@yuQki@c|i@aaFi@~EunoAevAiuC}{Aogz@ofCalUv}E}{nEuwAugZ}{TmrAo}BamQmpHavK~fGulI
IA-04,24,72,0,0,502,395.4,-95.668299,40.592244,-93.49769,43.429791,312.9,225.5,395.4,-95.668299,40.592244,-93.49769,43.429791,312.9,225.5,395.4,-95.668299,40.592244,-93.49769,43.429791,0,552,24,odwvFze|fQaxYda\it`B`_C}ci@knl@c`z@goXwzDciXirn@nvCwtc@k}Gst@g_Nefq@uGnjDekxH}j{DySeoB_eZ,odwvFze|fQaxYda\it`B`_C}ci@knl@c`z@goXwzDciXirn@nvCwtc@k}Gst@g_Nefq@uGnjDekxH}j{DySeoB_eZ
ID-01,24,72,27,0,4785,859.8,-116.001352,47.938525,-117.029694,42.784989,533.3,429.9,840.5,-117.029694,42.784989,-116.387328,48.991243,579.5,429.9,859.8,-116.001352,47.938525,-117.029694,42.784989,0,552,24,y~qcHlo_cUz{x@}mDkjBl`d@lcTlcTcvCfl`@|dh@hrm@fhLa_]hlY}`HngQ~}d@ln_@`sLb{Rmxc@z`^j_Ibvd@veo@fgPmqKnhEqmg@beNp{Al`Esc`@d|i@y}RnuPoj]|p_@tqZ~sZi~Fzqx@|xPp_`AgyN~`AhnSh`bAprIhxGf{l@zi|@rev@fjw@arGbkgAcqaAlir@~}Erya@arRv_Vvu[~nNtocAdla@fpC,emcdGpjhiUela@gpC_oNuocAw_Vwu[sya@`rR_pr@g~EwrgAbqaAg{v@lrGmg|@wav@q{Gg_m@i`bAqrIm~@inScb`AfyN{qx@}xP_tZh~F}p_@uqZouPnj]e|i@x}R_rEv{`@abT|zDtFnu]g}Op`DryA`ia@cfH`iHsaUesQoym@tiPkyo@yqg@axTxaWcxe@yuLikOdiWuvh@o~g@eliBafp@if\`W{e|@ovl@s`o@dJipHfzM
ID-02,24,72,16,0,4967,746.9,-116.116238,43.485146,-114.587057,45.296983,408.6,287.1,472.9,-111.05633,42.092511,-113.943829,45.689191,365.3,287.1,746.9,-116.116238,43.485146,-114.587057,45.296983,0,552,24,eelhGn}ucUo`JfjG~kAyoTmnFipAmlAqoFcuAx@jQyzFayBifBvhBqlCwbAsoBvgAuyCknJirU|vBcsHzxCphAziIudHyY{dLdeIn`Cbe@{tGnpPm`@kCykDp{M}|A`VmgFeyDmoHzrDnsBhmCedEgjAi`Q|_DgpBqjCafUr~B{a]euG{uRvCgiwAncA}_fAl{FczXggAimKqfEujBeGmzGsjDuxIi|Dmbd@yhGctBkyEe`MgkPkaMgjJ_|_@ozBwb@syi@dg[_xGt}[iiQha_@qpYvi[eePx}G}zLh~Pc{IjgA}mMv~Ji|MdhTuzRufEcaEm_F_bBgqKeoS}rRw{Iv~BmgDqhEmt[qlDakU}lJ_af@bCqmGj~EenAqz@wcAdsGwrC_`@meD~zIpcFxbNwgEnmWj|O|c^ug@joItzD~u],ee|_G`uydTctDllOspM~pAtF|bHewLv~L_kr@rzXszSnkWgeD~zTtjA||n@flEbyPm_Axbd@{_FnqGqmWroCqq@bxVu_FrzHkeQjqEcvn@kpIko}@wx_AwaZl`Dymf@h`UabArlz@erb@huw@isw@bzl@}kQh}c@yhs@haZwd^d~r@eed@h|G_|KnyJyyOpja@mc\|a@qvNxvPeqX}bL{wVntHksDusE
IL-01,24,71,0,0,653,129.9,-88.207125,41.207057,-87.600761,41.826605,73.2,53.1,128.5,-87.600761,41.826605,-88.207125,41.207057,74.7,53.1,129.9,-88.207125,41.207057,-87.600761,41.826605,0,552,24,cgozFp}jyOtZto@rEpuDm_F`FeaLsoO{o@amDwp@k@cU}_p@oh\}Bu{BmxAynAmkBp@ipJyeIbNi@mv@_zAhB_@{{@mc@h@kw@{iBgAagCwuHtJwc@kdFqpBaGaBajFqyCyA}pA{t@cgA_Cof@cnDocHfBeB_xBqiJhG_Pme@,igh~FvotuOwiAzs@vrA_s@lFvd@bjJoGfA~aCteHqFdd@fjDzfA`CftAvu@vwCdFzA|bFjeBeCfYrwBzmF{GjVu]bgCdlDrtArm@jiApeD|ItlHeYxbExpHgW|nAhlB`gDtiBbzZcObU|_p@vp@j@zo@`mDdaLroOl_FaFsEquDuZuo@
IL-02,24,71,0,0,507,211.3,-87.530431,41.724464,-87.806539,40.090278,134.9,116.3,204.2,-87.629976,40.042605,-87.530431,41.724464,130.5,116.3,211.3,-87.530431,41.724464,-87.806539,40.090278,0,552,24,{ht}FdxfuOhJj|DbgFt_Gh|FcpCdfi@{HhfErpHtl]xKzb@z}EfvSfs@`d@jnIj{r@duBrdNlH|\ayHjtEkfA~_}@bFzqj@c{IvxM\_Nr|LzmC`rSttAc@,iyksFjfzuOwt]q@kuj@t{I_`}@cFktEjfA}\`yHsdNmHszr@quByd@_nIgvSgs@{b@{}Eon]{MofEipHyfi@vIkyF|oCwrF_|L
IL-03,24,72,0,0,466,85.3,-87.703325,41.944771,-88.240976,42.042105,45.5,29.1,84,-87.703325,41.944771,-88.257295,42.032122,45.4,29.1,85.3,-87.703325,41.944771,-88.240976,42.042105,0,552,24,yi__GxphvOqJla@n@~rBnl@i@jJr`W_eBzf@{\haExi@ry@z@ff@a]hrDc\bWi@~zC}I?|iB{EnCrnBl`BpB{^r`B`OzFhNzrCmSh|BoHz@byDLrGnjGzvAb@lEltF{eBoEqeArePsyDkAov@}QkpFfMom@sWgz@kA~BjQ{w@zzDwkCrMwFvN,yi__GxphvOqJla@n@~rBnl@i@jJr`W_eBzf@{\haExi@ry@z@ff@a]hrDc\bWi@~zC}I?|iB{EnCrnBl`BpB{^r`B`OzFhNzrCmSh|BoHz@byDLrGnjGzvAb@lEltF{eBoEqeArePsyDkAov@}QkpFfMom@sWgz@kA~BjQ{a@~wA}d@t_Dud@fiAm_@uB
IL-04,24,72,0,0,206,55.9,-87.776853,41.738386,-87.864676,41.931145,28,15.8,51.1,-87.727643,41.746543,-87.913349,41.928801,25,15.8,55.9,-87.776853,41.738386,-87.864676,41.931145,0,552,24,}_w}Fh|vvO|C}NihCsjEgeKhJnCzzKlK|pApTfa@iCrgFoXprEcpAlHpCpnDccDdGowCj}@cmCUmHwvMaqCx@,{rx}FvhmvOkQV~@~sAifMpLnCzzKlK|pApTfa@iCrgFoXprEcpAlHpCpnDccDdGowCj}@cmCU_BggCcxCxD\ad@jMv@
IL-05,24,72,0,0,183,76.5,-88.193802,42.166802,-87.671385,41.911605,40,32.1,76.4,-87.671385,41.911605,-88.193802,42.166802,40,32.1,76.5,-88.193802,42.166802,-87.671385,41.911605,0,552,24,ouj`GfjhyOnIyDSzh@ncAHdC_|h@xmBTxXq]rvBn@d{BixDf_B_xBn}@}s@vzB_hFdiFgdBuF_yFhtAufC~@c`Grm@alBmB_dGbu@syAn|A}XpgDw|BjuDaEcEtU,qzx~FdibvO`EmVstD`EghDn}By|AlXyt@rxAxAvdG_m@xlB_Ab`GitAtfCfDrzFwfFrbBk}BjkF{z@pp@g_B~wBy{BjwDoyB]eVj]qmB]qBx|h@ocAIR{h@oIxD
IL-06,24,72,0,0,343,69.5,-87.944279,41.926752,-87.812394,41.562765,37.3,26.1,68.5,-87.812394,41.562765,-87.944279,41.926752,37.4,26.1,69.5,-87.944279,41.926752,-87.812394,41.562765,0,552,24,ey{~FvrwwO~~BqZpA~|CrgHgk@fl@nyAphKxNrM_mDz~GmI{dAyfBsz@gdDeAehEbaBwkBdlUlEoCiuEbzAiBOq]roIsJ,ivt|Flz}vOskBzAgBsxBmfZxV~Dhu@}kC~wC}a@leDwuAxaFw\bUtm@tiBupAbNv`A|mDkrAnLfCrnDkcNsKad@ehBqgAt`@efIh^uy@yaAcCww@dZ}K
IL-07,24,72,0,0,168,43.7,-87.680626,41.761893,-87.913555,41.847804,27.1,15.7,33,-87.621692,41.795996,-87.906924,41.878467,20.7,15.7,43.7,-87.680626,41.761893,-87.913555,41.847804,0,552,24,yr{}F|bdvOyPNc@ciB{yArA}AqsEknD~F}ZwHgzDdEmNbLqO|y@cSjNmkCo@kOnGj@|cIlG~dA|@vsCbLjm@lDjmDeSxgG`Kzz@|CrkAfCvlGnEzhAyAjWeNn\kIvg@tbDoFpAr`BMsT,_hb~FprxuO~FE^hv@cjHbAmNbLqO|y@cSjNmkCo@kOnGj@|cIlG~dA|@vsCbLjm@lDjmDeSxgG`Kzz@|CrkAfCvlGnEzhAyAjWmXpdAqSh@hGj_@uLz@A{F
IL-08,24,72,0,0,669,63,-88.370242,41.946162,-87.860077,41.978244,41.3,32.2,55.5,-87.860077,41.978244,-88.457084,42.12358,38.8,32.2,63,-88.370242,41.946162,-87.860077,41.978244,0,552,24,or__G~xjzOzDgg@_`AAkGslCezEw@gm@}]kxH|_@qqAu`@edBkDhk@i}Bja@gsDNagc@x}@aqNzqAocEbY}\}lAwN`XqwDmGu_Er_DiBgEedDrOaYnwAo`@tv@aAjk@yyCxtAlPoDcO,_{e_GndgwOnDbOcxAmOqkHxqCshBbkFxo@GjDt`@bCbaD}XzvDdq@bGpGvN_zAzzEa}@~mNu@luc@sf@jyDsfDx{Jax@ldDgxAduDkG_Cjf@]lZzd@pSna@tA`iAarAI
IL-09,24,72,0,0,276,75.8,-88.162825,42.216947,-87.65427,41.976147,40.9,33,72.7,-87.65427,41.976147,-88.173968,42.258623,39.6,39.1,75.8,-88.162825,42.216947,-87.65427,41.976147,190,552,19,}nt`GthbyOalAwoBisA`_@kz@se@bK}Bnj@gnCdkC{eFmDgaA~PqyAdz@ypC|kAmfBCcrDf_C^fPa^z}Bp@zIefAuGciAzTkQtbAc@RgkAltDEfI_bJjgG{|FF}w@bw@~Ah_E}cDy@crJlH~FlkDchFoCcdGlc@qHbt@g~AKo]bn@wD,}me_Gd~~uO}n@xDd@l]sk@ziAhA`{EswAfnCq}Bz_DmH_Gx@brJ}_E~bDov@aAGrv@soGbbG}Ab~IosDB]fjAcbAd@{UbRxGxhA{IzeAa~BW_Pt\m_CYZhsDycAxuA{aA|_DmQ`{AzCrbA{kCldFqo@j}Cqf@ni@y`@ffCzZ@
IL-10,24,72,0,0,338,98.9,-88.466074,42.393422,-87.750999,42.084077,62.9,45.3,86.3,-88.461997,42.47625,-87.750999,42.084077,56.8,45.3,98.9,-88.466074,42.393422,-87.750999,42.084077,0,552,24,{}vaG|o}zOgOvIvbAfP@u_Dk{@cf@iaNmc@u@{pN{m@{dHtsDs@nc@uyCzp@st@YszFr^i`BbxAcd@dRqiA`rAayAvkEq|AyKusBbS_oCrkCugJxs@gmFj{D{hFvDcwE~kCwg@vFcbGvq@fDvhBadAzyD{CdiHe`DnmDcGfManEzaAa_BbAyxH`kEgrA|We_AbjBcB,qcgbGnv|zOlfAqVQmkBcl@yv@[{kN{m@{dHtsDs@nc@uyCzp@st@YszFr^i`BbxAcd@dRqiA`rAayAvkEq|AyKusBbS_oCrkCugJxs@gmFj{D{hFvDcwE~kCwg@vFcbGvq@fDvhBadAzyD{CdiHe`DnmDcGfManEzaAa_BbAyxH`kEgrA|We_AbjBcB
IL-11,24,72,0,0,497,172.5,-87.919505,41.674369,-88.126384,42.309742,96.6,63.9,140.7,-87.919505,41.674369,-88.853005,42.28644,88.1,63.9,172.5,-87.919505,41.674369,-88.126384,42.309742,0,552,24,yoj}F|wrwO_wAzbCl_Bh|JwgNvcApWrsd@ogJoFp{@dk_@{xHyAfV`gRcyRrgAe`GuJyq@{wAkfK|By@bzAmo@rH_dR~Gak@unIu`Ns_@}TsrY{_I}@_aCiiAmL__DgrBubA|~AafH~JqmFhzAybD,yoj}F|wrwOsb@nZR~t@sp@cIkBn{@l_Bh|JwgNvcApWrsd@ogJoFp{@dk_@sHpa@goHkd@gIvfE|b@l~K{wAyX}dAju@_lHOwoDll@e`GuJyq@{wAkfK|By@bzAukLrVmyClwDtTfYmbB~oIuaMvwh@kNpzEypFdRaLjtD_}@pI
